Territorialidades,Taxa_mortalidade_infantil_2013,Taxa_mortalidade_infantil_2014,Taxa_mortalidade_infantil_2015,Taxa_mortalidade_infantil_2016,Taxa_mortalidade_infantil_2017,Pre_natal_2013,Pre_natal_2014,Pre_natal_2015,Pre_natal_2016,Pre_natal_2017,Peso_baixo_ao_nascer_2013,Peso_baixo_ao_nascer_2014,Peso_baixo_ao_nascer_2015,Peso_baixo_ao_nascer_2016,Peso_baixo_ao_nascer_2017,Taxa_bruta_mortalidade_2013,Taxa_bruta_mortalidade_2014,Taxa_bruta_mortalidade_2015,Taxa_bruta_mortalidade_2016,Taxa_bruta_mortalidade_2017,Taxa_mortalidade_homicidios_2013,Taxa_mortalidade_homicidios_2014,Taxa_mortalidade_homicidios_2015,Taxa_mortalidade_homicidios_2016,Taxa_mortalidade_homicidios_2017,Taxa_mortalidade_doencas_nao_transmissiveis_2013,Taxa_mortalidade_doencas_nao_transmissiveis_2014,Taxa_mortalidade_doencas_nao_transmissiveis_2015,Taxa_mortalidade_doencas_nao_transmissiveis_2016,Taxa_mortalidade_doencas_nao_transmissiveis_2017,Taxa_mortalidade_cancer_mama_2013,Taxa_mortalidade_cancer_mama_2014,Taxa_mortalidade_cancer_mama_2015,Taxa_mortalidade_cancer_mama_2016,Taxa_mortalidade_cancer_mama_2017,Taxa_mortalidade_cancer_prostata_2013,Taxa_mortalidade_cancer_prostata_2014,Taxa_mortalidade_cancer_prostata_2015,Taxa_mortalidade_cancer_prostata_2016,Taxa_mortalidade_cancer_prostata_2017,Taxa_incidencia_AIDS_2013,Taxa_incidencia_AIDS_2014,Taxa_incidencia_AIDS_2015,Taxa_incidencia_AIDS_2016,Taxa_incidencia_AIDS_2017,Taxa_mortalidade_acidente_transito_2013,Taxa_mortalidade_acidente_transito_2014,Taxa_mortalidade_acidente_transito_2015,Taxa_mortalidade_acidente_transito_2016,Taxa_mortalidade_acidente_transito_2017,Taxa_mortalidade_suicidio_2013,Taxa_mortalidade_suicidio_2014,Taxa_mortalidade_suicidio_2015,Taxa_mortalidade_suicidio_2016,Taxa_mortalidade_suicidio_2017,Taxa_mortalidade_agressao_2013,Taxa_mortalidade_agressao_2014,Taxa_mortalidade_agressao_2015,Taxa_mortalidade_agressao_2016,Taxa_mortalidade_agressao_2017
Inhumas (GO),13.29,14.27,7.73,11.1,13.25,84.19,80.03,83.76,83.36,78.06,6.35,8.42,6.19,7.21,8.98,7.69,7.45,7.74,7.63,7.84,39.42,15.64,42.68,48.14,43.97,423.76,463.4,444.29,392.82,456.88,11.61,11.51,30.46,11.34,22.51,24.11,15.94,27.69,31.4,11.69,5.91,1.96,5.82,7.7,3.82,33.51,21.51,25.22,32.74,21.03,9.85,5.87,11.64,13.48,1.91,37.45,15.64,42.68,48.14,43.97
